itemid,label,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue,abbreviation
228011,18 G Phlebitis Scale,chartevents,Access Lines - Peripheral,,Text,,,18 G Phlebitis Scale
224119,22 Gauge Site Appear,chartevents,Access Lines - Peripheral,,Text,,,22 Gauge Site Appear
228017,RIC Phlebitis Scale,chartevents,Access Lines - Peripheral,,Text,,,RIC Phlebitis Scale
228014,20 G Infiltration Scale,chartevents,Access Lines - Peripheral,,Text,,,20 G Infiltration Scale
228012,18 G Infiltration Scale,chartevents,Access Lines - Peripheral,,Text,,,18 G Infiltration Scale
227961,Side  Rails,chartevents,Restraint/Support Systems,,Text,,,Side  Rails
227666,Immobilizer Location,chartevents,Restraint/Support Systems,,Text,,,Immobilizer Location
228880,Education Existing Knowledge,chartevents,Restraint/Support Systems,,Text,,,Education Existing Knowledge
224067,Range of Motion,chartevents,Restraint/Support Systems,,Text,,,Range of Motion
227676,Reason for Restraints (Non-Violent),chartevents,Restraint/Support Systems,,Text,,,Reason for Restraints (Non-Violent)
224072,Education Learner,chartevents,Restraint/Support Systems,,Text,,,Education Learner
227948,Restraint Device (Non-violent),chartevents,Restraint/Support Systems,,Text,,,Restraint Device (Non-violent)
227667,Reason for Immobilizer,chartevents,Restraint/Support Systems,,Text,,,Reason for Immobilizer
227341,History of falling (within 3 mnths),chartevents,Restraint/Support Systems,,Text,,,History of falling (within 3 mnths)*
224023,Support Systems,chartevents,Restraint/Support Systems,,Text,,,Support Systems
227672,Violent Restraints Ordered,chartevents,Restraint/Support Systems,,Text,,,Violent Restraints Ordered
227682,Restraints Evaluated_V2,chartevents,Restraint/Support Systems,,Text,,,Restraints Evaluated_V2_
224858,Patient Behavior During Application,chartevents,Restraint/Support Systems,,Text,,,Pt. Behavior w/ Application (Behavioral)
227957,Signs of Injury from Intervention,chartevents,Restraint/Support Systems,,Text,,,Signs of Injury from Intervention
227664,Immobilizer Device,chartevents,Restraint/Support Systems,,Text,,,Immobilizer Device
224062,Less Restrictive Measures (Acute Med/Surgical),chartevents,Restraint/Support Systems,,Text,,,Less Restrictive Measures (Acute M/S)
224076,Education Barrier,chartevents,Restraint/Support Systems,,Text,,,Education Barrier
227962,Restraints (Violent),chartevents,Restraint/Support Systems,,Text,,,Restraints (Violent)
224065,Circulation/Skin Integrity,chartevents,Restraint/Support Systems,,Text,,,Circulation/Skin Integrity
227668,Side Rails_V2,chartevents,Restraint/Support Systems,,Text,,,Side Rails_V2
227965,Restraint Device (Violent),chartevents,Restraint/Support Systems,,Text,,,Restraint Device (Violent)
227342,Secondary diagnosis,chartevents,Restraint/Support Systems,,Text,,,Secondary diagnosis
227967,Restraint/Seclusion Observer Sheet,chartevents,Restraint/Support Systems,,Text,,,Restraint/Seclusion Observer Sheet
224859,Status and Comfort (Behavioral),chartevents,Restraint/Support Systems,,Text,,,Status and Comfort (Behavioral)
227946,Restraint Ordered (Non-violent),chartevents,Restraint/Support Systems,,Text,,,Restraint Ordered (Non-violent)
227969,Safety Measures,chartevents,Restraint/Support Systems,,Text,,,Safety Measures
227345,Gait/Transferring,chartevents,Restraint/Support Systems,,Text,,,Gait/Transferring
227662,Patient/Family Informed_V2,chartevents,Restraint/Support Systems,,Text,,,Patient/Family Informed_V2
227675,Face to Face Eval (Violent),chartevents,Restraint/Support Systems,,Text,,,Face to Face Eval (Violent)
227954,Status and Comfort,chartevents,Restraint/Support Systems,,Text,,,Status and Comfort
227678,Restraint Device (Non-Violent),chartevents,Restraint/Support Systems,,Text,,,Restraint Device (Non-Violent)
224079,Education Response,chartevents,Restraint/Support Systems,,Text,,,Education Response
224070,Sitter,chartevents,Restraint/Support Systems,,Text,,,Sitter
229600,CAUTI Info Given,chartevents,Restraint/Support Systems,,Text,,,CAUTI Info Given
227674,Face to Face Eval (Non-Violent),chartevents,Restraint/Support Systems,,Text,,,Face to Face Eval (Non-Violent)
227966,Face to Face Eval (Violent),chartevents,Restraint/Support Systems,,Text,,,Face to Face Eval (Violent)
224078,Education Handout,chartevents,Restraint/Support Systems,,Text,,,Education Handout
224075,Education Readiness,chartevents,Restraint/Support Systems,,Text,,,Education Readiness
227679,Restraint Device (Violent),chartevents,Restraint/Support Systems,,Text,,,Restraint Device (Violent)
227944,Side Rails,chartevents,Restraint/Support Systems,,Text,,,Side Rails
227951,Circulation/Skin Integrity,chartevents,Restraint/Support Systems,,Text,,,Circulation/Skin Integrity
227953,Range of Motion,chartevents,Restraint/Support Systems,,Text,,,Range of Motion
224854,Reason for Restraint (Acute Medical/Surgical)_V1,chartevents,Restraint/Support Systems,,Text,,,Reason for Restraint (Acute M/S)_V1
227663,Immobilizer,chartevents,Restraint/Support Systems,,Text,,,Immobilizer
227964,Reason for Restraint (Violent),chartevents,Restraint/Support Systems,,Text,,,Reason for Restraint (Violent)
224073,Education Topic,chartevents,Restraint/Support Systems,,Text,,,Education Topic
227684,Safety Measures,chartevents,Restraint/Support Systems,,Text,,,Safety Measures
227947,Reason for Restraint (Non-violent),chartevents,Restraint/Support Systems,,Text,,,Reason for Restraint (Non-violent)
227955,Food and Fluid,chartevents,Restraint/Support Systems,,Text,,,Food and Fluid
224063,Restraint Type,chartevents,Restraint/Support Systems,,Text,,,Restraint Type
224069,Side Rails_V1,chartevents,Restraint/Support Systems,,Text,,,Side Rails_V1
227700,Safety Measures,chartevents,Restraint/Support Systems,,Text,,,Safety Measures
228879,Education Readiness/Motivation,chartevents,Restraint/Support Systems,,Text,,,Education Readiness/Motivation
227950,Restraint Location,chartevents,Restraint/Support Systems,,Text,,,Restraint Location
227671,Non-Violent Restraints,chartevents,Restraint/Support Systems,,Text,,,Non-Violent Restraints
227677,Reason for Restraint/Seclusion (Violent),chartevents,Restraint/Support Systems,,Text,,,Reason for Restraint/Seclusion (Violent)
227681,Less Restrictive Measures_V1,chartevents,Restraint/Support Systems,,Text,,,Less Restrictive Measures
227945,Restraint (Non-violent),chartevents,Restraint/Support Systems,,Text,,,Restraint (Non-violent)
227956,Urinal/Bedpan,chartevents,Restraint/Support Systems,,Text,,,Urinal/Bedpan
224025,Spiritual Support,chartevents,Restraint/Support Systems,,Text,,,Spiritual Support
227958,Less Restrictive Measures,chartevents,Restraint/Support Systems,,Text,,,Less Restrictive Measures
227683,Restraint/Seclusion Observer Sheet,chartevents,Restraint/Support Systems,,Text,,,Restraint/Seclusion Observer Sheet
227949,Face to Face Eval (Non-violent),chartevents,Restraint/Support Systems,,Text,,,Face to Face Eval (Non-violent)
224064,Restraint Location_V1,chartevents,Restraint/Support Systems,,Text,,,Restraint Location_V1
227963,Restraints Ordered (Violent),chartevents,Restraint/Support Systems,,Text,,,Restraints Ordered (Violent)
227669,Side Rails (Restraint),chartevents,Restraint/Support Systems,,Text,,,Side Rails (Restraint)
227670,Violent Restraints,chartevents,Restraint/Support Systems,,Text,,,Violent Restraints
227665,Immobilizer Evaluated,chartevents,Restraint/Support Systems,,Text,,,Immobilizer Evaluated
227346,Mental status,chartevents,Restraint/Support Systems,,Text,,,Mental status
227960,Patient/Family Informed,chartevents,Restraint/Support Systems,,Text,,,Patient/Family Informed
224066,Position Change,chartevents,Restraint/Support Systems,,Text,,,Position Change
227673,Non-Violent Restraints Ordered,chartevents,Restraint/Support Systems,,Text,,,Non-Violent Restraints Ordered
227343,Ambulatory aid,chartevents,Restraint/Support Systems,,Text,,,Ambulatory aid
224061,Reason for Restraint (Behavioral)_V1,chartevents,Restraint/Support Systems,,Text,,,Reason for Restraint (Behavioral)_V1
227344,IV/Saline lock,chartevents,Restraint/Support Systems,,Text,,,IV/Saline lock
227680,Restraint Location_V2,chartevents,Restraint/Support Systems,,Text,,,Restraint Location_V2
224024,Family Communication,chartevents,Restraint/Support Systems,,Text,,,Family Communication
227959,Restraints Evaluated,chartevents,Restraint/Support Systems,,Text,,,Restraints Evaluated
224857,Less Restrictive Measures (Behavioral),chartevents,Restraint/Support Systems,,Text,,,Less Restrictive Measures (Behavioral)
224068,Restraints Evaluated_V1,chartevents,Restraint/Support Systems,,Text,,,Restraints Evaluated_V1
224077,Education Method,chartevents,Restraint/Support Systems,,Text,,,Education Method
227952,Position Change,chartevents,Restraint/Support Systems,,Text,,,Position Change
224834,Temporary Ventricular Sens,chartevents,Cardiovascular (Pacer Data),,Text,,,Temp Ventricular Sens
223955,Temporary Pacemaker Type,chartevents,Cardiovascular (Pacer Data),,Text,,,Temp Pacemaker Type
224390,Temporary Atrial Sens,chartevents,Cardiovascular (Pacer Data),,Text,,,Temp Atrial Sens
224866,Temporary Atrial Capture,chartevents,Cardiovascular (Pacer Data),,Text,,,Temp Atrial Capture
224835,Temporary Ventricular Capture,chartevents,Cardiovascular (Pacer Data),,Text,,,Temp Ventricular Capture
223961,Temporary Pacemaker Wire Condition,chartevents,Cardiovascular (Pacer Data),,Text,,,Temp Pacemaker Wire Condition
224844,Permanent Pacemaker Mode,chartevents,Cardiovascular (Pacer Data),,Text,,,Permanent Pacemaker Mode
223966,Transcutaneous Pacer Placement,chartevents,Cardiovascular (Pacer Data),,Text,,,Transcutaneous Pacer Placement
223964,Transcutaneous Pacer,chartevents,Cardiovascular (Pacer Data),,Text,,,Transcutaneous Pacer
223956,Temporary Pacemaker Mode,chartevents,Cardiovascular (Pacer Data),,Text,,,Temp Pacemaker Mode
229364,P2 (ECMO),chartevents,ECMO,mmHg,Numeric,,,P2 (ECMO)
229849,Part Alarm (Hi) (CH),chartevents,ECMO,None,Numeric,,,Part Alarm (Hi) (CH)
229848,Pven Alarm (Lo) (CH),chartevents,ECMO,None,Numeric,,,Pven Alarm (Lo) (CH)
229855,Delta P Alarm (CH),chartevents,ECMO,None,Numeric,,,Delta P Alarm (CH)
229270,Flow (ECMO),chartevents,ECMO,L/min,Numeric,,,Flow (ECMO)
229842,Flow (CH),chartevents,ECMO,L/min,Numeric,,,Flow (CH)
229271,Flow Alarm (Hi) (ECMO),chartevents,ECMO,None,Numeric,,,Flow Alarm (Hi) (ECMO)
229851,Part (CH),chartevents,ECMO,None,Numeric,,,Part (CH)
229844,Flow Alarm (Lo) (CH),chartevents,ECMO,None,Numeric,,,Flow Alarm (Lo) (CH)
229277,Speed (ECMO),chartevents,ECMO,RPM,Numeric,,,Speed (ECMO)
229841,FiO2 (CH),chartevents,ECMO,%,Numeric,,,FiO2 (CH)
229845,Speed (CH),chartevents,ECMO,RPM,Numeric,,,Speed (CH)
229847,SvO2 Alarm (Lo) (CH),chartevents,ECMO,None,Numeric,,,SvO2 Alarm (Lo) (CH)
229272,Flow Alarm (Lo) (ECMO),chartevents,ECMO,None,Numeric,,,Flow Alarm (Lo) (ECMO)
229280,FiO2 (ECMO),chartevents,ECMO,%,Numeric,,,FiO2 (ECMO)
229365,P1 - P2 (ECMO),chartevents,ECMO,mmHg,Numeric,,,P1 - P2 (ECMO)
229363,P1 (ECMO),chartevents,ECMO,mmHg,Numeric,,,P1 (ECMO)
229850,Pven (CH),chartevents,ECMO,None,Numeric,,,Pven (CH)
229852,Delta P (CH),chartevents,ECMO,None,Numeric,,,Delta P (CH)
229843,Flow Alarm (Hi) (CH),chartevents,ECMO,None,Numeric,,,Flow Alarm (Hi) (CH)
224309,Assisted Systole,chartevents,IABP,mmHg,Numeric,,,SYS - Assisted
224322,IABP Mean,chartevents,IABP,mmHg,Numeric,,,MAP - Assisted
228145,ABI Ankle BP L,chartevents,IABP,mmHg,Numeric,,,ABI Ankle BP L 
228146,ABI Brachial BP R,chartevents,IABP,mmHg,Numeric,,,ABI Brachial BP R 
224652,Unassisted Systole,chartevents,IABP,mmHg,Numeric,,,SYS - Unassisted
224311,BAEDP,chartevents,IABP,mmHg,Numeric,,,DIA - Assisted
228866,Plateau Pressure (IABP),chartevents,IABP,mmHg,Numeric,,,Plateau Pressure (IABP)
224317,ABI Ankle BP R,chartevents,IABP,mmHg,Numeric,,,ABI Ankle BP R
224310,Augmented Diastole,chartevents,IABP,mmHg,Numeric,,,AUG
224654,PAEDP,chartevents,IABP,mmHg,Numeric,,,DIA - Unassisted
224315,ABI Brachial BP L,chartevents,IABP,mmHg,Numeric,,,ABI Brachial BP L
225622,ZBrain Natiuretic Peptide (BNP),chartevents,Labs,None,Numeric,,,ZBrain Natiuretic Peptide (BNP)
225612,Alkaline Phosphate,chartevents,Labs,None,Numeric,,,Alkaline Phosphate
227516,PO2 (Mixed Venous),chartevents,Labs,mmHg,Numeric,,,PO2 (Mixed Venous)
220228,Hemoglobin,chartevents,Labs,g/dl,Numeric,,,Hemoglobin
225684,Serum Osmolality,chartevents,Labs,None,Numeric,,,Serum Osmolality
229372,AT ( Antithrombin funct),chartevents,Labs,None,Numeric,,,AT ( Antithrombin funct)
225686,ZThrombin,chartevents,Labs,None,Numeric,,,ZThrombin
225697,ZVancomycin (Peak),chartevents,Labs,None,Numeric,,,ZVancomycin (Peak)
227685,ZCentral Venous O2% Sat,chartevents,Labs,None,Numeric,,,ZCentral Venous O2% Sat
220602,Chloride (serum),chartevents,Labs,None,Numeric,,,Chloride (serum)
220235,Arterial CO2 Pressure,chartevents,Labs,mmHg,Numeric,,,PCO2 (Arterial)
225642,Differential-Monos,chartevents,Labs,None,Numeric,,,Differential-Monos
225692,Total Granulocyte Count (TGC),chartevents,Labs,None,Numeric,,,Total Granulocyte Count (TGC)
220545,Hematocrit (serum),chartevents,Labs,None,Numeric,,,Hematocrit (serum)
220624,HDL,chartevents,Labs,None,Numeric,,,HDL
220645,Sodium (serum),chartevents,Labs,None,Numeric,,,Sodium (serum)
225640,Differential-Eos,chartevents,Labs,None,Numeric,,,Differential-Eos
225636,D-Dimer,chartevents,Labs,None,Numeric,,,D-Dimer
225674,Mixed Venous O2% Sat,chartevents,Labs,%,Numeric,,,Mixed Venous O2% Sat
225688,ZTobramycin (Peak),chartevents,Labs,None,Numeric,,,ZTobramycin (Peak)
226504,Phenytoin (Free),chartevents,Labs,None,Numeric,,,Phenytoin (Free)
229373,UF Heparin (Anti-Xa)_U_1,chartevents,Labs,None,Numeric,,,UF Heparin (Anti-Xa)_U_1
220227,Arterial O2 Saturation,chartevents,Labs,%,Numeric,,,SaO2
220507,Activated Clotting Time,chartevents,Labs,None,Numeric,,,ACT
220541,ZFibrinogen,chartevents,Labs,None,Numeric,,,ZFibrinogen
220587,AST,chartevents,Labs,None,Numeric,,,AST
220644,ALT,chartevents,Labs,None,Numeric,,,ALT
225641,Differential-Lymphs,chartevents,Labs,None,Numeric,,,Differential-Lymphs
229359,Absolute Count - Monos,chartevents,Labs,None,Numeric,,,Absolute Count - Monos
229362,Absolute Count - Retic,chartevents,Labs,None,Numeric,,,Absolute Count - Retic
225695,Uric Acid,chartevents,Labs,None,Numeric,,,Uric Acid
220562,ZPTT,chartevents,Labs,None,Numeric,,,ZPTT
220611,ZCortisol,chartevents,Labs,None,Numeric,,,ZCortisol
220621,Glucose (serum),chartevents,Labs,None,Numeric,,,Glucose (serum)
226535,ZPotassium (whole blood),chartevents,Labs,None,Numeric,,,ZPotassium (whole blood)
220560,ZProthrombin time,chartevents,Labs,None,Numeric,,,ZPT
226066,ZTobramycin (Trough),chartevents,Labs,None,Numeric,,,ZTobramycin (Trough)
226540,Hematocrit (whole blood - calc),chartevents,Labs,None,Numeric,,,Hematocrit (whole blood - calc)
224828,Arterial Base Excess,chartevents,Labs,None,Numeric,,,Arterial Base Excess
226069,ZGentamicin (Random),chartevents,Labs,None,Numeric,,,ZGentamicin (Random)
220734,PH (dipstick),chartevents,Labs,None,Numeric,,,PH (dipstick)
226067,ZTobramycin (Random),chartevents,Labs,None,Numeric,,,ZTobramycin (Random)
226537,Glucose (whole blood),chartevents,Labs,None,Numeric,,,Glucose (whole blood)
225638,Differential-Bands,chartevents,Labs,None,Numeric,,,Differential-Bands
225664,Glucose finger stick (range 70-100),chartevents,Labs,None,Numeric,,,Glucose FS (range 70 -100)
229357,Absolute Count - Neuts,chartevents,Labs,None,Numeric,,,Absolute Count - Neuts
225662,ZGentamicin (Peak),chartevents,Labs,None,Numeric,,,ZGentamicin (Peak)
220224,Arterial O2 pressure,chartevents,Labs,mmHg,Numeric,,,PO2 (Arterial)
228241,Ammonia (Soft)_OLD_1,chartevents,Labs,None,Numeric,,,Ammonia (Soft)_OLD_1
225632,ZCK-MB,chartevents,Labs,None,Numeric,,,ZCK-MB
225660,Freeform Hematology,chartevents,Labs,None,Numeric,,,Freeform Hematology
229360,Absolute Count - Eos,chartevents,Labs,None,Numeric,,,Absolute Count - Eos
225659,Freeform Enzymes,chartevents,Labs,None,Numeric,,,Freeform Enzymes
229355,Absolute Neutrophil Count,chartevents,Labs,None,Numeric,,,Absolute Neutrophil Count
225668,Lactic Acid,chartevents,Labs,None,Numeric,,,Lactic Acid
225676,ZPhenobarbital,chartevents,Labs,None,Numeric,,,ZPhenobarbital
226064,ZVancomycin (Trough),chartevents,Labs,None,Numeric,,,ZVancomycin (Trough)
225645,ZPhenytoin (Dilantin),chartevents,Labs,None,Numeric,,,ZPhenytoin (Dilantin)
225679,ZProcan,chartevents,Labs,None,Numeric,,,ZProcan
225698,TCO2 (calc) Arterial,chartevents,Labs,None,Numeric,,,TCO2 (calc) Arterial
226536,Chloride (whole blood),chartevents,Labs,None,Numeric,,,Chloride (whole blood)
220581,Amylase,chartevents,Labs,None,Numeric,,,Amylase
220612,ZC Reactive Protein (CRP),chartevents,Labs,None,Numeric,,,ZC Reaction Protein (CRP)
223830,PH (Arterial),chartevents,Labs,None,Numeric,,,PH (Arterial)
220580,Ammonia,chartevents,Labs,None,Numeric,,,Ammonia
225639,Differential-Basos,chartevents,Labs,None,Numeric,,,Differential-Basos
226062,Venous CO2 Pressure,chartevents,Labs,mmHg,Numeric,,,PCO2 (Venous)
226063,Venous O2 Pressure,chartevents,Labs,mmHg,Numeric,,,PO2 (Venous)
225656,Freeform Chemistry,chartevents,Labs,None,Numeric,,,Freeform Chemistry
225667,Ionized Calcium,chartevents,Labs,None,Numeric,,,Ionized Calcium
228243,PH (SOFT),chartevents,Labs,None,Numeric,,,PH (SOFT)
229356,Differential - Immature Granulocytes,chartevents,Labs,None,Numeric,,,Differential - Immature Granulocytes
220574,ZAlbumin,chartevents,Labs,None,Numeric,,,ZAlbumin
225634,CK (CPK),chartevents,Labs,None,Numeric,,,CK (CPK)
225671,LDL calculated,chartevents,Labs,None,Numeric,,,LDL calculated
225693,Triglyceride,chartevents,Labs,None,Numeric,,,Triglyceride
228242,Pt. Temperature (BG) (SOFT),chartevents,Labs,None,Numeric,,,Pt. Temperature (BG) (SOFT)
227686,Central Venous O2% Sat,chartevents,Labs,%,Numeric,,,Central Venous O2% Sat
229361,Absolute Count - Basos,chartevents,Labs,None,Numeric,,,Absolute Count - Basos
225685,Thiocynate,chartevents,Labs,None,Numeric,,,Thiocynate
220632,LDH,chartevents,Labs,None,Numeric,,,LDH
225637,Differential-Atyps,chartevents,Labs,None,Numeric,,,Differential-Atyps
220561,ZINR,chartevents,Labs,None,Numeric,,,ZINR
225625,Calcium non-ionized,chartevents,Labs,None,Numeric,,,Calcium non-ionized
220650,Total Protein,chartevents,Labs,None,Numeric,,,Total Protein
225651,Direct Bilirubin,chartevents,Labs,None,Numeric,,,Direct Bilirubin
225680,ZProcan Napa,chartevents,Labs,None,Numeric,,,ZProcan Napa
225690,Total Bilirubin,chartevents,Labs,None,Numeric,,,Total Bilirubin
226541,ScvO2 Central Venous O2% Sat,chartevents,Labs,None,Numeric,,,ScvO2 Central Venous O2% Sat
228239,Phenytoin (Free) (SOFT),chartevents,Labs,None,Numeric,,,Phenytoin (Free) (SOFT)
225657,Freeform Coags,chartevents,Labs,None,Numeric,,,Freeform Coags
225677,Phosphorous,chartevents,Labs,None,Numeric,,,Phosphorous
220546,WBC,chartevents,Labs,None,Numeric,,,WBC
220635,Magnesium,chartevents,Labs,None,Numeric,,,Magnesium
225655,ZFK506,chartevents,Labs,None,Numeric,,,ZFK506
220615,Creatinine (serum),chartevents,Labs,None,Numeric,,,Creatinine (serum)
225644,ZDigoxin,chartevents,Labs,None,Numeric,,,ZDigoxin
225694,ZTropinin - T,chartevents,Labs,None,Numeric,,,ZTropinin - T
220799,ZSpecific Gravity (urine),chartevents,Labs,None,Numeric,,,ZSpecific gravity (urine)
225670,ZLDL measured,chartevents,Labs,None,Numeric,,,ZLDL measured
225672,Lipase,chartevents,Labs,None,Numeric,,,Lipase
226068,ZGentamicin (Trough),chartevents,Labs,None,Numeric,,,ZGentamicin (Trough)
220274,PH (Venous),chartevents,Labs,None,Numeric,,,PH (Venous)
224826,ZHCO3 (serum),chartevents,Labs,None,Numeric,,,ZHCO3 (serum)
225678,ZPlatelet Count,chartevents,Labs,None,Numeric,,,ZPlatelet Count
225683,ZSed Rate,chartevents,Labs,None,Numeric,,,ZSed Rate
226534,Sodium (whole blood),chartevents,Labs,None,Numeric,,,Sodium (whole blood)
223679,TCO2 (calc) Venous,chartevents,Labs,None,Numeric,,,TCO2 (calc) Venous
226065,ZVancomycin (Random),chartevents,Labs,None,Numeric,,,ZVancomycin (Random)
229761,Creatinine (whole blood),chartevents,Labs,None,Numeric,,,Creatinine (whole blood)
220603,Cholesterol,chartevents,Labs,None,Numeric,,,Cholesterol
225628,CK-MB fraction (%),chartevents,Labs,None,Numeric,,,CK-MB fraction (%)
225658,Freeform Drug Level,chartevents,Labs,None,Numeric,,,Freeform Drug Level
225624,BUN,chartevents,Labs,None,Numeric,,,BUN
225643,Differential-Neuts,chartevents,Labs,None,Numeric,,,Differential-Neuts
227073,Anion gap,chartevents,Labs,None,Numeric,,,Anion gap
220640,ZPotassium (serum),chartevents,Labs,None,Numeric,,,ZPotassium (serum)
229358,Absolute Count - Lymphs,chartevents,Labs,None,Numeric,,,Absolute Count - Lymphs
229371,Bladder Scan Estimate,chartevents,GI/GU,mL,Numeric,,,Bladder Scan Estimate
227586,GI pH,chartevents,GI/GU,None,Numeric,,,GI pH
229302,GI #3 Tube Mark (CM),chartevents,GI/GU,cm,Numeric,,,GI #3 Tube Mark (CM)
229300,GI #1 Tube Mark (CM),chartevents,GI/GU,cm,Numeric,,,GI #1 Tube Mark (CM)
229301,GI #2 Tube Mark (CM),chartevents,GI/GU,cm,Numeric,,,GI #2 Tube Mark (CM)
228375,Stroke Volume Index (SVI NICOM),chartevents,NICOM,%,Numeric,,,Stroke Volume Index (SVI NICOM)
228378,TFCd (NICOM),chartevents,NICOM,%,Numeric,,,TFCd (NICOM)
228369,Cardiac Output (CO NICOM),chartevents,NICOM,L/min,Numeric,,,Cardiac Output (CO NICOM)
228370,CO / CI Change,chartevents,NICOM,%,Numeric,,,CO / CI Change
228368,Cardiac Index (CI NICOM),chartevents,NICOM,L/min/m2,Numeric,,,Cardiac Index (CI NICOM)
228382,Total Peripheral Resistance Index (TPRI) (NICOM),chartevents,NICOM,dynes*sec/cm5/m2,Numeric,,,TPRI (NICOM)
228379,TFCd0 (NICOM),chartevents,NICOM,%,Numeric,,,TFCd0 (NICOM)
228376,Stroke Volume Variation (SVV NICOM),chartevents,NICOM,None,Numeric,,,Stroke Volume Variation (SVI NICOM)
228380,Thoracic Fluid Content (TFC) (NICOM),chartevents,NICOM,None,Numeric,,,TFC (NICOM)
228371,DO2I (NICOM),chartevents,NICOM,mL/min/m2,Numeric,,,DO2I (NICOM)
228374,Stroke Volume (SV NICOM),chartevents,NICOM,mL/beat,Numeric,,,Stroke Volume (SV NICOM)
228377,SVI Change,chartevents,NICOM,%,Numeric,,,SVI Change
228381,Total Peripheral Resistance (TPR) (NICOM),chartevents,NICOM,dynes*sec/cm5,Numeric,,,TPR (NICOM)
228180,GEDI (PiCCO),chartevents,PiCCO,mL/m2,Numeric,,,GEDI (PiCCO)
228178,CO (PiCCO),chartevents,PiCCO,L/min,Numeric,,,CO (PiCCO)
228182,SVI (PiCCO),chartevents,PiCCO,mL/m2,Numeric,,,SVI (PiCCO)
228183,SVRI (PiCCO)_OLD_1,chartevents,PiCCO,dynes.sec.cm-5/m2,Numeric,,,SVRI (PiCCO)_OLD_1
228176,CFI (PiCCO),chartevents,PiCCO,L/min,Numeric,,,CFI (PiCCO)
228177,CI (PiCCO),chartevents,PiCCO,L/min/m2,Numeric,,,CI (PiCCO)
228181,ITBVI (PiCCO),chartevents,PiCCO,mL/m2,Numeric,,,ITBVI (PiCCO)
228185,SVRI (PiCCO),chartevents,PiCCO,dynes.sec.cm-5/m2,Numeric,,,SVRI (PiCCO)
228179,ELWI (PiCCO),chartevents,PiCCO,ml/kg,Numeric,,,ELWI (PiCCO)
228184,SVV (PiCCO),chartevents,PiCCO,%,Numeric,,,SVV (PiCCO)
220292,Minute Volume Alarm - Low,chartevents,Alarms,L/min,Numeric,,,MV Alarm - Low
220046,Heart rate Alarm - High,chartevents,Alarms,bpm,Numeric,,,HR Alarm - High
220063,Pulmonary Artery Pressure Alarm - High,chartevents,Alarms,mmHg,Numeric,,,PAP Alarm - High
224162,Resp Alarm - Low,chartevents,Alarms,insp/min,Numeric,,,Resp Alarm - Low
229240,P1 Alarm - High,chartevents,Alarms,mmHg,Numeric,,,P1 Alarm - High
227537,ART Blood Pressure Alarm - High,chartevents,Alarms,mmHg,Numeric,,,ART BP Alarm - High
220066,Pulmonary Artery Pressure Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,PAP Alarm - Low
220058,Arterial Blood Pressure Alarm - High,chartevents,Alarms,mmHg,Numeric,,,ABP Alarm - High
227538,ART Blood Pressure Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,ART BP Alarm - Low
229627,Pulmonary Artery Pressure Alarm - Low (Veletri),chartevents,Alarms,mmHg,Numeric,,,PAP Alarm - Low (Veletri)
220072,Central Venous Pressure Alarm - High,chartevents,Alarms,mmHg,Numeric,,,CVP Alarm - High
226253,SpO2 Desat Limit,chartevents,Alarms,%,Numeric,,,SpO2 Desat Limit
227716,Cerebral Perfusion Pressure Alarm - High,chartevents,Alarms,mmHg,Numeric,,,CPP Alarm - High
223751,Non-Invasive Blood Pressure Alarm - High,chartevents,Alarms,mmHg,Numeric,,,NBP Alarm - High
223768,Intra Cranial Pressure Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,ICP Alarm - Low
220293,Minute Volume Alarm - High,chartevents,Alarms,L/min,Numeric,,,MV Alarm - High
229241,P1 Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,P1 Alarm - Low
223769,O2 Saturation Pulseoxymetry Alarm - High,chartevents,Alarms,%,Numeric,,,SpO2 Alarm - High
220047,Heart Rate Alarm - Low,chartevents,Alarms,bpm,Numeric,,,HR Alarm - Low
227990,Intra Cranial Pressure #2 Alarm - High,chartevents,Alarms,mmHg,Numeric,,,IC2 Alarm - High
223752,Non-Invasive Blood Pressure Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,NBP Alarm - Low
227717,Cerebral Perfusion Pressure Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,CPP Alarm - Low
220073,Central Venous Pressure  Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,CVP Alarm - Low
229626,Pulmonary Artery Pressure Alarm - High (Veletri),chartevents,Alarms,mmHg,Numeric,,,PAP Alarm - High (Veletri)
223767,Intra Cranial Pressure Alarm - High,chartevents,Alarms,mmHg,Numeric,,,ICP Alarm - High
227991,Intra Cranial Pressure #2 Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,IC2 Alarm - Low
223770,O2 Saturation Pulseoxymetry Alarm - Low,chartevents,Alarms,%,Numeric,,,SpO2 Alarm - Low
224161,Resp Alarm - High,chartevents,Alarms,insp/min,Numeric,,,Resp Alarm - High
220056,Arterial Blood Pressure Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,ABP Alarm - Low
226617,Sump #1,outputevents,Drains,mL,Numeric,,,Sump #1
