id,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,label,SHORTNAME
76520-6,Transmission.infrared,AFr,Pt,BldA,Qn,Pulse oximetry,CARDIO-PULM,Transmission.infrared Arterial blood Pulse oximetry,Transmission.infrared % BldA PulseOx
76521-4,Transmission.red,AFr,Pt,BldA,Qn,Pulse oximetry,CARDIO-PULM,Transmission.red Arterial blood Pulse oximetry,Transmission.red % BldA PulseOx
76522-2,Transmission,AFr,Pt,BldA,Qn,Pulse oximetry,CARDIO-PULM,Transmission Arterial blood Pulse oximetry,Transmission % BldA PulseOx
76523-0,Plethysmogram,AFr,Pt,BldA,Qn,Pulse oximetry,CARDIO-PULM,Plethysmogram Arterial blood Pulse oximetry,Pleth % BldA PulseOx
76525-5,Thoracic fluid conductivity,FldConduct,Pt,Chest,Qn,,CARDIO-PULM,Thoracic fluid conductivity [Fluid Conductance] Chest,Thor fl conductivity Chest
76526-3,Breaths^on ventilator,NRat,Pt,Respiratory system,Qn,Carbon dioxide measurement,PULM,Ventilation rate by Carbon dioxide measurement,Vent rate by CO2 meas
76527-1,Work/Body surface area,ArEnrg,Pt,Heart.ventricle.left,Qn,NI-ICG,HEMODYN.MOLEC,Left ventricular Work/Body surface area [Energy/Area] by Non-invasive impedance cardiography (NI-ICG),LV Work/BSA NI-ICG
76528-9,Breaths.spontaneous,NRat,Pt,Respiratory system,Qn,,PULM,Breath rate spontaneous,Breaths.spontaneous
76529-7,Pressure,Pres,Pt,Respiratory system.airway,Qn,,PULM,Pressure Respiratory system airway,Press Airway
76530-5,Pressure.mean^on ventilator,Pres,Pt,Respiratory system.airway,Qn,,PULM,Mean pressure Respiratory system airway --on ventilator,Mean Pres on vent Airway
76531-3,Pressure.max^on ventilator,Pres,Pt,Respiratory system.airway,Qn,,PULM,Pressure.max Respiratory system airway --on ventilator,Press.max on vent Airway
76532-1,Cuff pressure,Pres,Pt,Blood pressure device,Qn,,DEVICES,Blood pressure device Cuff pressure,BP device Cuff press
76533-9,Intravascular,Pres,Pt,Arterial system,Qn,Noninvasive,BP.MOLEC,Blood pressure by Noninvasive,BP by Noninvasive
76534-7,Intravascular systolic,Pres,Pt,Arterial system,Qn,Noninvasive,BP.MOLEC,Systolic blood pressure by Noninvasive,BP sys by Noninvasive
76535-4,Intravascular diastolic,Pres,Pt,Arterial system,Qn,Noninvasive,BP.MOLEC,Diastolic blood pressure by Noninvasive,BP dias by Noninvasive
76536-2,Intravascular mean,Pres,Pt,Arterial system,Qn,Noninvasive,BP.MOLEC,Mean blood pressure by Noninvasive,BP mean by Noninvasive
76537-0,Cuff pressure.mean,Pres,Pt,Blood pressure device,Qn,,DEVICES,Blood pressure device Cuff pressure.mean,BP device Cuff press.mean
76538-8,Cuff pressure.systolic,Pres,Pt,Blood pressure device,Qn,,DEVICES,Blood pressure device Cuff pressure.systolic,BP device Cuff press.sys
76539-6,Cuff pressure.diastolic,Pres,Pt,Blood pressure device,Qn,,DEVICES,Blood pressure device Cuff pressure.diastolic,BP device Cuff press.dias
76541-2,Indication ICD code,Prid,Pt,^Patient,Nom,,CLIN,Indication ICD code [Identifier],Indication ICD code
76543-8,Weight management summary report,Find,Pt,{Setting},Doc,{Role},DOC.ONTOLOGY,Weight management summary report,Weight management sum rpt
76547-9,End-diastolic volume,Vol,Pt,Heart.ventricle.left,Qn,US.M-mode+Calculated by cube method,CARD.US,Left ventricular End-diastolic volume by US.M-mode+Calculated by cube method,LV ED vol US.M-mode+cube
76548-7,End-diastolic volume,Vol,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by cube method,CARD.US,Left ventricular End-diastolic volume by US.2D+Calculated by cube method,LV ED vol US.2D+cube
76549-5,End-diastolic volume,Vol,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by Teichholz method,CARD.US,Left ventricular End-diastolic volume by US.2D+Calculated by Teichholz method,LV ED vol 2D Teichholz
76550-3,End-diastolic volume,Vol,Pt,Heart.ventricle.left,Qn,US.M-mode+Calculated by Gibson method,CARD.US,Left ventricular End-diastolic volume by US.M-mode+Calculated by Gibson method,LV ED vol US.M-mode+Gibson
76551-1,End-diastolic volume,Vol,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by Gibson method,CARD.US,Left ventricular End-diastolic volume by US.2D+Calculated by Gibson method,LV ED vol 2D Gibson
76552-9,End-systolic volume,Vol,Pt,Heart.ventricle.left,Qn,US.M-mode+Calculated by cube method,CARD.US,Left ventricular End-systolic volume by US.M-mode+Calculated by cube method,LV ES vol US.M-mode+cube
76553-7,End-systolic volume,Vol,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by cube method,CARD.US,Left ventricular End-systolic volume by US.2D+Calculated by cube method,LV ES vol US.2D+cube
76554-5,End-systolic volume,Vol,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by Teichholz method,CARD.US,Left ventricular End-systolic volume by US.2D+Calculated by Teichholz method,LV ES vol 2D Teichholz
76555-2,End-systolic volume,Vol,Pt,Heart.ventricle.left,Qn,US.M-mode+Calculated by Gibson method,CARD.US,Left ventricular End-systolic volume by US.M-mode+Calculated by Gibson method,LV ES vol US.M-mode+Gibson
76556-0,End-systolic volume,Vol,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by Gibson method,CARD.US,Left ventricular End-systolic volume by US.2D+Calculated by Gibson method,LV ES vol 2D Gibson
76557-8,End-systolic volume,Vol,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by modified Simpson method,CARD.US,Left ventricular End-systolic volume by US.2D+Calculated by modified Simpson method,LV ES vol US.2D+mod Simpson
76558-6,Stroke volume,Vol,Pt,Heart.ventricle.left,Qn,US.M-mode+Calculated by cube method,CARD.US,Left ventricular Stroke volume by US.M-mode+Calculated by cube method,LV SV US.M-mode+cube
76559-4,Stroke volume,Vol,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by cube method,CARD.US,Left ventricular Stroke volume by US.2D+Calculated by cube method,LV SV US.2D+cube
76560-2,Stroke volume,Vol,Pt,Heart.ventricle.left,Qn,US.M-mode+Calculated by Teichholz method,CARD.US,Left ventricular Stroke volume by US.M-mode+Calculated by Teichholz method,LV SV US.M-mode+Teichholz
76561-0,Stroke volume,Vol,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by Teichholz method,CARD.US,Left ventricular Stroke volume by US.2D+Calculated by Teichholz method,LV SV 2D Teichholz
76562-8,Stroke volume,Vol,Pt,Heart.ventricle.left,Qn,US.M-mode+Calculated by Gibson method,CARD.US,Left ventricular Stroke volume by US.M-mode+Calculated by Gibson method,LV SV US.M-mode+Gibson
76563-6,Stroke volume,Vol,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by Gibson method,CARD.US,Left ventricular Stroke volume by US.2D+Calculated by Gibson method,LV SV 2D Gibson
76564-4,Cardiac output,VRat,Pt,Heart.ventricle.left,Qn,US.M-mode+Calculated,CARD.US,Left ventricular Cardiac output by US.M-mode+Calculated,LV Output US.M-mode+Calc
76565-1,Cardiac output,VRat,Pt,Heart.ventricle.left,Qn,US.2D+Calculated,CARD.US,Left ventricular Cardiac output by US.2D+Calculated,LV Output US.2D+Calc
76566-9,Cardiac output,VRat,Pt,Heart.ventricle.left,Qn,US.M-mode+Calculated by cube method,CARD.US,Left ventricular Cardiac output by US.M-mode+Calculated by cube method,LV Output US.M-mode+cube
76567-7,Cardiac output,VRat,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by cube method,CARD.US,Left ventricular Cardiac output by US.2D+Calculated by cube method,LV Output US.2D+cube
76568-5,Cardiac output,VRat,Pt,Heart.ventricle.left,Qn,US.M-mode+Calculated by Teichholz method,CARD.US,Left ventricular Cardiac output by US.M-mode+Calculated by Teichholz method,LV Output US.M-mode+Teichholz
76569-3,Cardiac output,VRat,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by Teichholz method,CARD.US,Left ventricular Cardiac output by US.2D+Calculated by Teichholz method,LV Output 2D Teichholz
76570-1,Cardiac output,VRat,Pt,Heart.ventricle.left,Qn,US.M-mode+Calculated by Gibson method,CARD.US,Left ventricular Cardiac output by US.M-mode+Calculated by Gibson method,LV Output US.M-mode+Gibson
76571-9,Cardiac output,VRat,Pt,Heart.ventricle.left,Qn,US.2D+Calculated by Gibson method,CARD.US,Left ventricular Cardiac output by US.2D+Calculated by Gibson method,LV Output 2D Gibson
76634-5,QTc interval,Time,Pt,Heart,Qn,Fridericia formula,EKG.MEAS,Q-T interval corrected based on Fridericia formula,Q-T interval corrected Fridericia
76635-2,QTc interval,Time,Pt,Heart,Qn,Bazett formula,EKG.MEAS,Q-T interval corrected based on Bazett formula,Q-T interval corrected Bazett
76636-0,R wave amplitude.V5+S wave amplitude.V1,Elpot,Pt,Heart,Qn,EKG,EKG.MEAS,R wave amplitude.V5+S wave amplitude.V1,R wave Amp L-V5+S wave Amp L-V1
76637-8,Beats.total,Num,Stdy^total,Heart,Qn,EKG,EKG.MEAS,Total beats during EKG,Tot beats dur EKG
76638-6,RR interval,Time,Stdy^max,Heart,Qn,EKG,EKG.MEAS,R-R interval (Maximum value during study) by EKG,R-R interval Max EKG
76639-4,RR interval,Time,Stdy^min,Heart,Qn,EKG,EKG.MEAS,R-R interval (Minimum value during study) by EKG,R-R interval Min EKG
76640-2,Coronary artery catheterization study,Find,Pt,Coronary arteries,Doc,,CARD.PROC,Coronary artery catheterization study,Coronary aa cath study
76641-0,Neurology study,Find,Pt,Neurologic system,Doc,Neurology,NEURO,Neurology study,Neurology study
76642-8,Percutaneous coronary intervention study,Find,Pt,Heart,Doc,Cardiac catheterization,CARD.PROC,Percutaneous coronary intervention study,Perc coronary interv study
76643-6,RR interval.standard deviation,Time,Pt,Heart,Qn,EKG,EKG.MEAS,R-R interval.standard deviation (Heart rate variability) by EKG,RR.sd (HR var)
76644-4,RR interval.coefficient of variation,TRto,Procedure dur,Heart,Qn,EKG,EKG.MEAS,R-R interval.coefficient of variation by EKG,RR.coeff of var
76645-1,Stress test type,Type,Pt,Cardiac stress study,Nom,EKG,CARD.RISK,Cardiac stress test EKG study Type,Cardiac stress test EKG study Type
76646-9,R wave amplitude.V6+S wave amplitude.V1,Elpot,Pt,Heart,Qn,EKG,EKG.MEAS,R wave amplitude.V6+S wave amplitude.V1,R wave Amp L-V6+S wave Amp L-V1
76662-6,Instructions,Txt,Pt,Medication,Nar,,CLIN,Instructions [Text] Medication Narrative,Instructions Medication
76689-9,Sex assigned^at birth,Type,Pt,^Patient,Nom,,ADMIN.PATIENT.DEMOG,Sex assigned at birth,Sex assigned at birth
76690-7,Sexual orientation,Type,Pt,^Patient,Nom,Reported,CLIN,Sexual orientation,Sexual orientation
76691-5,Gender identity,Type,Pt,^Patient,Nom,Reported,CLIN,Gender identity,Gender identity
76694-9,APTA Registry organization data panel,-,Pt,Organization,-,APTA,PANEL.APTA,APTA Registry organization data panel,APTA Reg org data pnl
76695-6,Postal code,Loc,Pt,Organization,Nom,,ADMIN,Organization ZIP code,Organization ZIP code
76696-4,Name,ID,Pt,Facility,Nom,,ADMIN.FACILITY,Name [Identifier] Facility,Name Facility
76697-2,APTA Registry identifiers panel,ID,Pt,Organization,Nom,APTA,PANEL.APTA,APTA Registry identifiers panel,APTA Reg ids pnl
76698-0,Identifier assigning authority,ID,Pt,^Patient,Nom,,ADMIN.PATIENT.ID,Patient identifier assigning authority,Pt ID assign auth
77152-7,Cardiac arrest event outcome,Find,Pt,^Patient,Nom,NEMSIS,NEMSIS,Cardiac arrest event outcome NEMSIS,Cardiac arrest event outcome NEMSIS
77153-5,Transport mode descriptors,Type,Pt,EMS transport,Nom,NEMSIS,NEMSIS,EMS Transport mode descriptors NEMSIS,EMS Transport mode descriptors NEMSIS
77154-3,Hospital inpatient destination,Type,Pt,^Patient,Nom,,NEMSIS,Hospital inpatient destination,Hospital inpatient destination
77155-0,Hospital designation capability,Type,Pt,Facility,Nom,,TRAUMA,Hospital designation capability,Hospital designation capability
77156-8,EMS level of care capability,Type,Pt,EMS unit,Nom,,NEMSIS,EMS unit Level of care capability,EMS level of care
77157-6,Response mode descriptors,Type,Pt,EMS response,Nom,NEMSIS,NEMSIS,EMS Response mode descriptors NEMSIS,EMS Response mode descriptors NEMSIS
77160-0,Functional outcome score,Score,Pt,^Patient,Ord,GOSE,FUNCTION,Functional outcome score GOSE,Func Outcome Score GOSE
77194-9,Intravascular systolic.tibial artery/Brachial artery,PresRto,Pt,Arterial system,Qn,,BP.MOLEC,Ankle-brachial index,ABI
77195-6,Cardio-ankle vascular index,Ratio,Pt,Arterial system,Qn,Calculated,CARD.RISK,Cardio-ankle vascular index Calculated,CAVI Calc
77196-4,Pulse wave velocity,Vel,Pt,Arterial system,Qn,,CARD.RISK,Pulse wave velocity,PWV
77197-2,Noninvasive arteriosclerosis studies panel,-,Pt,Arterial system,Qn,,PANEL.CARDIAC,Noninvasive arteriosclerosis studies panel,Noninv arteriosclerosis studies pnl
77198-0,Noninvasive arteriosclerosis study,Find,Pt,^Patient,Doc,,CLIN,Noninvasive arteriosclerosis study,Noninv arteriosclerosis study
77199-8,Evoked potential study,Find,Pt,Neurologic system,Doc,Evoked potential,CLIN,Evoked potential study,Evoked pot study
77233-5,Body fat percentage,MFr,Pt,^Patient,Qn,BIA,BDYWGT.ATOM,Percentage of body fat by Bioelectrical impedance analysis,Bdy fat % BIA
77288-9,Indexing - warning letter alert,-,-,^FDA package insert,Nar,,DOC.REF,FDA package insert Indexing - warning letter alert,FDA insert Indexing - warn ltr alert
77289-7,Identification of suspect product & notification,-,-,^FDA package insert,Nar,,DOC.REF,FDA package insert Identification of suspect product and notification,FDA insert Id susp prod + notification
77290-5,Lactation,-,-,^FDA package insert,Nar,,DOC.REF,FDA package insert Lactation,FDA insert Lactation
77291-3,Females & males of reproductive potential,-,-,^FDA package insert,Nar,,DOC.REF,FDA package insert Females and males reproductive potential,FDA insert Female + male reprod potent
77292-1,eFacility,-,-,^FDA package insert,Nar,,DOC.REF,FDA package insert eFacility,FDA insert eFacility
77311-9,Multisection for endograft,Find,Pt,Abdomen>Aorta.abdominal & Pelvis+Lower extremity.bilateral>Vessels,Doc,CT.angio,RAD,CTA Abdominal aorta and Bilateral vessels for endograft,CTA Abd Aorta+Ves-Bl for endograft
77351-5,Probability of suspected pulmonary embolism prior to imaging,Likelihood,Pt,^Patient,Ord,,H&P.HX,Probability of suspected pulmonary embolism prior to imaging,Prob of PE prior to imaging
77401-8,Admission history and physical note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,Anesthesiology Admission history and physical note,Anesthesiology Admit H&P note
77402-6,Evaluation note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,Anesthesiology Evaluation note,Anesthesiology Eval note
77403-4,Consultation note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,Anesthesiology Consult note,Anesthesiology Consult note
77404-2,Education note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,Anesthesiology Education note,Anesthesiology Educ note
77405-9,Referral note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,Anesthesiology Referral note,Anesthesiology Referral note
77406-7,Transfer summary note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,Anesthesiology Transfer summary note,Anesthesiology Transfer sum note
77407-5,Evaluation note,Find,Pt,{Setting},Doc,Cardiovascular disease,DOC.ONTOLOGY,Cardiology Evaluation note,Cardiology Eval note
77408-3,Discharge instructions,Find,Pt,{Setting},Doc,Cardiovascular disease,DOC.ONTOLOGY,Cardiology Discharge instructions,Cardiology Discharge instruct
77409-1,Discharge summary note,Find,Pt,{Setting},Doc,Cardiovascular disease,DOC.ONTOLOGY,Cardiology Discharge summary,Cardiology Discharge sum
77410-9,Discharge teaching note,Find,Pt,Hospital,Doc,Cardiovascular disease,DOC.ONTOLOGY,Cardiology Hospital Discharge teaching note,Cardiology Hosp Discharge teach note
77411-7,Education note,Find,Pt,{Setting},Doc,Cardiovascular disease,DOC.ONTOLOGY,Cardiology Education note,Cardiology Educ note
77412-5,History and physical note,Find,Pt,{Setting},Doc,Cardiovascular disease,DOC.ONTOLOGY,Cardiology History and physical note,Cardiology H&P note
77413-3,Initial evaluation note,Find,Pt,{Setting},Doc,Cardiovascular disease,DOC.ONTOLOGY,Cardiology Initial evaluation note,Cardiology Initial eval note
77414-1,Transfer summary note,Find,Pt,{Setting},Doc,Cardiovascular disease,DOC.ONTOLOGY,Cardiology Transfer summary note,Cardiology Transfer sum note
77415-8,Admission history and physical note,Find,Pt,{Setting},Doc,Critical Care Medicine,DOC.ONTOLOGY,Critical care medicine Admission history and physical note,CCM Admit H&P note
77416-6,Discharge instructions,Find,Pt,{Setting},Doc,Critical Care Medicine,DOC.ONTOLOGY,Critical care medicine Discharge instructions,CCM Discharge instruct
77417-4,Discharge summary note,Find,Pt,{Setting},Doc,Critical Care Medicine,DOC.ONTOLOGY,Critical care medicine Discharge summary,CCM Discharge sum
77418-2,Discharge teaching note,Find,Pt,{Setting},Doc,Critical Care Medicine,DOC.ONTOLOGY,Critical care medicine Discharge teaching note,CCM Discharge teach note
77419-0,Education note,Find,Pt,{Setting},Doc,Critical Care Medicine,DOC.ONTOLOGY,Critical care medicine Education note,CCM Educ note
77420-8,History and physical note,Find,Pt,{Setting},Doc,Critical Care Medicine,DOC.ONTOLOGY,Critical care medicine History and physical note,CCM H&P note
77421-6,Initial evaluation note,Find,Pt,{Setting},Doc,Critical Care Medicine,DOC.ONTOLOGY,Critical care medicine Initial evaluation note,CCM Initial eval note
77422-4,Procedure note,Find,Pt,{Setting},Doc,Critical Care Medicine,DOC.ONTOLOGY,Critical care medicine procedure note,CCM Procedure note
77423-2,Education note,Find,Pt,{Setting},Doc,Audiology,DOC.ONTOLOGY,Audiology Education note,Audiology Educ note
77424-0,Initial evaluation note,Find,Pt,{Setting},Doc,Audiology,DOC.ONTOLOGY,Audiology Initial evaluation note,Audiology Initial eval note
77425-7,Procedure note,Find,Pt,{Setting},Doc,Audiology,DOC.ONTOLOGY,Audiology procedure note,Audiology Procedure note
77426-5,Progress note,Find,Pt,{Setting},Doc,Audiology,DOC.ONTOLOGY,Audiology Progress note,Audiology Progress note
77427-3,Referral note,Find,Pt,{Setting},Doc,Audiology,DOC.ONTOLOGY,Audiology Referral note,Audiology Referral note
77429-9,Consultation note,Find,Pt,{Setting},Doc,Allergy+Immunology,DOC.ONTOLOGY,Allergy and Immunology Consult note,Allergy+Immunology Consult note
77430-7,Education note,Find,Pt,{Setting},Doc,Allergy+Immunology,DOC.ONTOLOGY,Allergy and Immunology Education note,Allergy+Immunology Educ note
77431-5,Initial evaluation note,Find,Pt,{Setting},Doc,Allergy+Immunology,DOC.ONTOLOGY,Allergy and Immunology Initial evaluation note,Allergy+Immunology Initial eval note
77432-3,Referral note,Find,Pt,{Setting},Doc,Allergy+Immunology,DOC.ONTOLOGY,Allergy and Immunology Referral note,Allergy+Immunology Referral note
77434-9,Evaluation note,Find,Pt,{Setting},Doc,Allergy+Immunology,DOC.ONTOLOGY,Allergy and Immunology Evaluation note,Allergy+Immunology Eval note
77435-6,Evaluation note,Find,Pt,{Setting},Doc,Child and adolescent psychiatry,DOC.ONTOLOGY,Child and adolescent psychiatry Evaluation note,Child+teen psych Eval note
77436-4,Summary note,Find,Pt,{Setting},Doc,Anesthesiology,DOC.ONTOLOGY,Anesthesiology Summary note,Anesthesiology Summary note
77437-2,Flowsheet,Find,Pt,{Setting},Doc,Cardiovascular disease,DOC.ONTOLOGY,Cardiology Flowsheet,Cardiology Flowsheet
77438-0,Flowsheet,Find,Pt,{Setting},Doc,Allergy+Immunology,DOC.ONTOLOGY,Allergy and Immunology Flowsheet,Allergy+Immunology Flowsheet
77439-8,Flowsheet,Find,Pt,{Setting},Doc,Audiology,DOC.ONTOLOGY,Audiology Flowsheet,Audiology Flowsheet
77440-6,Flowsheet,Find,Pt,{Setting},Doc,Critical Care Medicine,DOC.ONTOLOGY,Critical care medicine Flowsheet,CCM Flowsheet
77441-4,Flowsheet,Find,Pt,{Setting},Doc,Child and adolescent psychiatry,DOC.ONTOLOGY,Child and adolescent psychiatry Flowsheet,Child+teen psych Flowsheet
77442-2,Plan of care note,Find,Pt,{Setting},Doc,Cardiovascular disease,DOC.ONTOLOGY,Cardiology Plan of care note,Cardiology Plan of care note
77443-0,Plan of care note,Find,Pt,{Setting},Doc,Allergy+Immunology,DOC.ONTOLOGY,Allergy and Immunology Plan of care note,Allergy+Immunology Plan of care note
77444-8,Plan of care note,Find,Pt,{Setting},Doc,Audiology,DOC.ONTOLOGY,Audiology Plan of care note,Audiology Plan of care note
77445-5,Plan of care note,Find,Pt,{Setting},Doc,Critical Care Medicine,DOC.ONTOLOGY,Critical care medicine Plan of care note,CCM Plan of care note
77446-3,Plan of care note,Find,Pt,{Setting},Doc,Child and adolescent psychiatry,DOC.ONTOLOGY,Child and adolescent psychiatry Plan of care note,Child+teen psych Plan of care note
77448-9,Multisection,Find,Pt,Lower extremity>Hindfoot+Midfoot,Doc,CT,RAD,CT Hindfoot and Midfoot,CT Hind+Mid ft
77451-3,Multisection for endograft,Find,Pt,Chest>Aorta.thoracic & Abdomen>Aorta.abdominal & Pelvis+Lower extremity.bilateral>Vessels,Doc,CT.angio,RAD,CTA Thoracic and Abdominal Aorta and Bilateral Vessels for endograft,CTA T Ao+Abd Ao+Ves-Bl for endograf
77456-2,Multisection^W contrast IV,Find,Pt,Lower extremity>Hindfoot+Midfoot,Doc,CT,RAD,CT Hindfoot and Midfoot W contrast IV,CT Hind+Mid ft W contr IV
77457-0,Multisection^WO & W contrast IV,Find,Pt,Lower extremity>Hindfoot+Midfoot,Doc,CT,RAD,CT Hindfoot and Midfoot WO and W contrast IV,CT Hind+Mid ft WO+W contr IV
77458-8,Multisection^WO contrast,Find,Pt,Lower extremity>Hindfoot+Midfoot,Doc,CT,RAD,CT Hindfoot and Midfoot WO contrast,CT Hind+Mid ft WO contr
77466-1,Multisection^W contrast IV,Find,Pt,Lower extremity.left>Hindfoot+Midfoot,Doc,CT,RAD,CT Hindfoot - left and Midfoot - left W contrast IV,CT Hind+Mid ft-L W contr IV
77467-9,Multisection^W contrast IV,Find,Pt,Lower extremity.right>Hindfoot+Midfoot,Doc,CT,RAD,CT Hindfoot - right and Midfoot - right W contrast IV,CT Hind+Mid ft-R W contr IV
77468-7,Multisection^WO & W contrast IV,Find,Pt,Lower extremity.left>Hindfoot+Midfoot,Doc,CT,RAD,CT Hindfoot - left and Midfoot - left WO and W contrast IV,CT Hind+Mid ft-L WO+W contr IV
77469-5,Multisection^WO & W contrast IV,Find,Pt,Lower extremity.right>Hindfoot+Midfoot,Doc,CT,RAD,CT Hindfoot - right and Midfoot - right WO and W contrast IV,CT Hind+Mid ft-R WO+W contr IV
77470-3,Multisection^WO contrast,Find,Pt,Lower extremity.left>Hindfoot+Midfoot,Doc,CT,RAD,CT Hindfoot - left and Midfoot - left WO contrast,CT Hind+Mid ft-L WO contr
77471-1,Multisection^WO contrast,Find,Pt,Lower extremity.right>Hindfoot+Midfoot,Doc,CT,RAD,CT Hindfoot - right and Midfoot - right WO contrast,CT Hind+Mid ft-R WO contr
77497-6,Institution inventory number,ID,Pt,Specimen temperature device,Nom,,DEVICES,Specimen temperature device Institution inventory number,Spec temp device Inventory #
77573-4,Withdrawal of wholesale drug distributors and third-party logistics facility report,-,-,^FDA product label,Nar,,DOC.REF,FDA product label Withdrawal of wholesale drug distributors and third-party logistics facility report,FDA label Wdraw wsale + 3rd prt fac rpt
77574-2,Global measure of physical function panel,-,Pt,^Patient,-,APTA,PANEL.APTA,Global measure of physical function panel APTA,Glob meas of phys function Pnl APTA
77575-9,Condition- or population-specific panel,-,Pt,^Patient,-,APTA,PANEL.APTA,Condition- or population-specific panel APTA,Condition-spec function Pnl APTA
77576-7,Self-care and mobility panel,-,Pt,^Patient,-,APTA,PANEL.APTA,Self-care and mobility panel APTA,Self-care and mobility Pnl APTA
77600-5,Interval note,Find,Pt,{Setting},Doc,{Role},DOC.MISC,Interval note,Interval note
77602-1,Research study consent,Find,Pt,{Setting},Doc,Patient,DOC.ONTOLOGY,Research study consent,Research study consent
77603-9,Medication treatment plan.extended,Find,Pt,^Patient,Doc,,DOC.MISC,Medication treatment plan.extended Document,Med tx plan.extended Doc
77604-7,Medication treatment plan.brief,Find,Pt,^Patient,Doc,,DOC.MISC,Medication treatment plan.brief Document,Med tx plan.brief Doc
77606-2,Weight-for-length,Prctl,Pt,^Patient,Qn,Per age and sex,BDYWGT.MOLEC,Weight-for-length Per age and sex,Wt-for-len Per age+sex
77615-3,Liver stiffness,Pres,Pt,Abdomen>Liver,Qn,US.transient elastography,RAD,Liver stiffness by US.transient elastography,US.TE Liver stiffness
77617-9,Intravascular systolic.digital artery toe left/Brachial artery,PresRto,Pt,Peripheral vascular system,Qn,,BP.MOLEC,Toe brachial index - left,TBI left
77618-7,Intravascular systolic.digital artery toe right/Brachial artery,PresRto,Pt,Peripheral vascular system,Qn,,BP.MOLEC,Toe brachial index - right,TBI right
77647-6,Animal compounded drug label,-,-,^FDA product label,Nar,,DOCUMENT.REGULATORY,FDA product label Animal compounded drug label,FDA label Animal compded drug label
77648-4,Indexing - biologic or drug substance,-,-,^FDA product label,Nar,,DOCUMENT.REGULATORY,FDA product label Indexing - biologic or drug substance,FDA label Index - biol or drug subst
77686-4,Intellectual impairment scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Intellectual impairment scale [UPDRS],Intellectual impairment scale UPDRS
77687-2,Thought disorder scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Thought disorder scale [UPDRS],Thought disorder scale UPDRS
77688-0,Depression scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Depression scale [UPDRS],Depression scale UPDRS
77689-8,Motivation or initiative scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Motivation or initiative scale [UPDRS],Motivation or initiative scale UPDRS
77690-6,Speech scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Speech scale [UPDRS],Speech scale UPDRS
77691-4,Salivation scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Salivation scale [UPDRS],Salivation scale UPDRS
77692-2,Swallowing scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Swallowing scale [UPDRS],Swallowing scale UPDRS
77693-0,Handwriting scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Handwriting scale [UPDRS],Handwriting scale UPDRS
77694-8,Utensils scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Utensils scale [UPDRS],Utensils scale UPDRS
77695-5,Dressing scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Dressing scale [UPDRS],Dressing scale UPDRS
77696-3,Hygiene scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Hygiene scale [UPDRS],Hygiene scale UPDRS
77697-1,Turning in bed and adjusting bed clothes scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Turning in bed and adjusting bed clothes scale [UPDRS],Turn in bed+adjust clothes UPDRS
77698-9,Falling scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Fall scale [UPDRS],Fall scale UPDRS
77699-7,Walking freeze scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Walking freeze scale [UPDRS],Walking freeze scale UPDRS
77700-3,Walking scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Walking scale [UPDRS],Walking scale UPDRS
77701-1,Tremor scale,Find,Pt,^Patient,Ord,UPDRS,UPDRS,Tremor scale [UPDRS],Tremor scale UPDRS
